card_id	review_th	delta_t	rating	i	r_history	t_history	y	stability	p
1368.0	10033.0	12.0	3.0	3.0	3,3	0,11	1.0	6.1269731521606445	0.8135449281127318
1268.0	10034.0	7.0	3.0	4.0	3,3,2	0,4,5	1.0	6.1269731521606445	0.8865894643197394
5442.0	10035.0	2.0	3.0	5.0	3,3,1,3	0,2,4,1	1.0	6.1269731521606445	0.9661923405585312
1404.0	10036.0	13.0	3.0	3.0	3,3	0,9	1.0	6.1269731521606445	0.799674664962994
6434.0	10037.0	12.0	2.0	3.0	3,3	0,7	1.0	6.1269731521606445	0.8135449281127318
3485.0	10038.0	5.0	3.0	3.0	3,3	0,3	1.0	6.1269731521606445	0.917611770558256
6482.0	10039.0	12.0	3.0	3.0	3,3	0,10	1.0	6.1269731521606445	0.8135449281127318
6510.0	10040.0	13.0	3.0	3.0	3,3	0,9	1.0	6.1269731521606445	0.799674664962994
7428.0	10041.0	2.0	3.0	5.0	3,3,1,3	0,4,9,1	1.0	6.1269731521606445	0.9661923405585312
1354.0	10042.0	12.0	3.0	3.0	3,3	0,11	1.0	6.1269731521606445	0.8135449281127318
1345.0	10043.0	14.0	3.0	3.0	3,3	0,11	1.0	6.1269731521606445	0.7860408782427624
1332.0	10044.0	12.0	3.0	3.0	3,3	0,11	1.0	6.1269731521606445	0.8135449281127318
3615.0	10045.0	13.0	3.0	3.0	3,3	0,10	1.0	6.1269731521606445	0.799674664962994
1364.0	10046.0	7.0	3.0	5.0	3,1,3,2	0,9,2,5	1.0	6.1269731521606445	0.8865894643197394
1418.0	10047.0	13.0	3.0	3.0	3,3	0,10	1.0	6.1269731521606445	0.799674664962994
6488.0	10048.0	12.0	3.0	3.0	3,3	0,10	1.0	6.1269731521606445	0.8135449281127318
6499.0	10049.0	12.0	3.0	3.0	3,3	0,10	1.0	6.1269731521606445	0.8135449281127318
1216.0	10050.0	12.0	3.0	3.0	3,3	0,10	1.0	6.1269731521606445	0.8135449281127318
6559.0	10051.0	12.0	3.0	3.0	3,3	0,10	1.0	6.1269731521606445	0.8135449281127318
6483.0	10052.0	12.0	3.0	3.0	3,3	0,10	1.0	6.1269731521606445	0.8135449281127318
1311.0	10053.0	12.0	3.0	3.0	3,3	0,10	1.0	6.1269731521606445	0.8135449281127318
3486.0	10054.0	5.0	3.0	3.0	3,3	0,3	1.0	6.1269731521606445	0.917611770558256
3480.0	10055.0	5.0	3.0	3.0	3,3	0,3	1.0	6.1269731521606445	0.917611770558256
