card_id	review_th	delta_t	rating	i	r_history	t_history	y	stability	p
3051.0	4611.0	2.0	3.0	2.0	2	0	1.0	3.2521491050720215	0.9372601496319795
2921.0	4612.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2932.0	4615.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2929.0	4618.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
3046.0	4621.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2958.0	4623.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2937.0	4624.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
3019.0	4639.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2952.0	4641.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2911.0	4642.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2980.0	4645.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2957.0	4647.0	2.0	3.0	2.0	2	0	1.0	3.2521491050720215	0.9372601496319795
2950.0	4648.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2927.0	4654.0	2.0	1.0	2.0	1	0	0.0	3.2521491050720215	0.9372601496319795
3048.0	4656.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2976.0	4657.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
3008.0	4662.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
3049.0	4663.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2989.0	4665.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2990.0	4666.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2930.0	4674.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2970.0	4677.0	2.0	4.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
3031.0	4678.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2944.0	4689.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2981.0	4698.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2993.0	4699.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2926.0	4701.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2992.0	4704.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2920.0	4705.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
3017.0	4707.0	2.0	1.0	2.0	1	0	0.0	3.2521491050720215	0.9372601496319795
3024.0	4708.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2946.0	4712.0	2.0	1.0	2.0	3	0	0.0	3.2521495819091797	0.9372601585362258
3003.0	4713.0	2.0	3.0	2.0	2	0	1.0	3.2521491050720215	0.9372601496319795
2912.0	4715.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2974.0	4719.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2913.0	4720.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
3005.0	4721.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
3026.0	4722.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
3025.0	4723.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2973.0	4724.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2922.0	4725.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
3020.0	4726.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
3028.0	4727.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
3018.0	4728.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2938.0	4729.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
3034.0	4730.0	2.0	3.0	2.0	2	0	1.0	3.2521491050720215	0.9372601496319795
3006.0	4731.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2995.0	4732.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
3035.0	4733.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
3030.0	4734.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2954.0	4735.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2939.0	4736.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2924.0	4737.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2917.0	4738.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2933.0	4740.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2943.0	4742.0	2.0	3.0	2.0	2	0	1.0	3.2521491050720215	0.9372601496319795
2985.0	4743.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
3022.0	4744.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
3007.0	4745.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
3040.0	4746.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
3050.0	4747.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
3032.0	4748.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2947.0	4749.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2916.0	4750.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
3015.0	4751.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
3009.0	4752.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2940.0	4753.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2915.0	4754.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2986.0	4755.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
3000.0	4756.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2936.0	4757.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
2949.0	4758.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2923.0	4759.0	2.0	3.0	2.0	3	0	1.0	3.2521495819091797	0.9372601585362258
2991.0	4760.0	2.0	3.0	2.0	1	0	1.0	3.2521491050720215	0.9372601496319795
