card_id	review_th	delta_t	rating	i	r_history	t_history	y	stability	p
58.0	1520.0	2.0	2.0	5.0	3,1,4,1	0,9,9,26	1.0	2.7006709575653076	0.924940898639653
97.0	1521.0	2.0	2.0	4.0	1,4,1	0,9,26	1.0	2.7006709575653076	0.924940898639653
96.0	1522.0	2.0	2.0	4.0	1,4,1	0,9,26	1.0	2.7006709575653076	0.924940898639653
61.0	1523.0	28.0	1.0	4.0	3,1,4	0,9,9	0.0	2.7006709575653076	0.335425261053451
75.0	1524.0	28.0	1.0	4.0	3,1,4	0,9,9	0.0	2.7006709575653076	0.335425261053451
271.0	1535.0	14.0	2.0	4.0	4,2,2	0,3,9	1.0	2.7006709575653076	0.5791590982221129
308.0	1536.0	11.0	2.0	3.0	3,2	0,2	1.0	2.7006709575653076	0.6510688364530767
270.0	1537.0	11.0	2.0	3.0	3,2	0,2	1.0	2.7006709575653076	0.6510688364530767
296.0	1540.0	12.0	2.0	4.0	4,2,2	0,9,5	1.0	2.7006709575653076	0.6261579513608977
299.0	1541.0	12.0	2.0	4.0	4,2,2	0,9,5	1.0	2.7006709575653076	0.6261579513608977
304.0	1542.0	17.0	2.0	3.0	4,2	0,9	1.0	2.7006709575653076	0.5151917005900581
279.0	1543.0	17.0	2.0	4.0	4,2,2	0,5,7	1.0	2.7006709575653076	0.5151917005900581
278.0	1544.0	17.0	2.0	4.0	4,2,2	0,5,7	1.0	2.7006709575653076	0.5151917005900581
297.0	1545.0	12.0	2.0	4.0	4,2,2	0,9,5	1.0	2.7006709575653076	0.6261579513608977
295.0	1546.0	17.0	2.0	3.0	4,2	0,9	1.0	2.7006709575653076	0.5151917005900581
300.0	1547.0	12.0	2.0	4.0	4,2,2	0,9,5	1.0	2.7006709575653076	0.6261579513608977
298.0	1548.0	17.0	2.0	3.0	4,2	0,9	1.0	2.7006709575653076	0.5151917005900581
302.0	1549.0	17.0	2.0	3.0	4,2	0,9	1.0	2.7006709575653076	0.5151917005900581
284.0	1550.0	17.0	2.0	4.0	4,2,2	0,5,7	1.0	2.7006709575653076	0.5151917005900581
303.0	1551.0	17.0	2.0	3.0	4,2	0,9	1.0	2.7006709575653076	0.5151917005900581
294.0	1552.0	17.0	2.0	3.0	4,2	0,9	1.0	2.7006709575653076	0.5151917005900581
301.0	1553.0	17.0	2.0	3.0	4,2	0,9	1.0	2.7006709575653076	0.5151917005900581
280.0	1554.0	12.0	2.0	5.0	4,2,2,2	0,3,9,5	1.0	2.7006709575653076	0.6261579513608977
276.0	1555.0	17.0	2.0	4.0	4,2,2	0,5,7	1.0	2.7006709575653076	0.5151917005900581
277.0	1556.0	17.0	2.0	4.0	4,2,2	0,5,7	1.0	2.7006709575653076	0.5151917005900581
293.0	1557.0	17.0	2.0	3.0	3,2	0,9	1.0	2.7006709575653076	0.5151917005900581
275.0	1558.0	17.0	2.0	4.0	4,2,2	0,5,7	1.0	2.7006709575653076	0.5151917005900581
234.0	1559.0	34.0	2.0	3.0	4,2	0,5	1.0	2.7006709575653076	0.2654224883568761
161.0	1560.0	39.0	2.0	3.0	3,3	0,7	1.0	2.7006709575653076	0.21838493443103985
177.0	1561.0	36.0	2.0	4.0	3,2,3	0,7,3	1.0	2.7006709575653076	0.24550011489998178
227.0	1562.0	36.0	2.0	3.0	4,3	0,3	1.0	2.7006709575653076	0.24550011489998178
170.0	1563.0	36.0	2.0	4.0	3,2,2	0,7,3	1.0	2.7006709575653076	0.24550011489998178
88.0	1564.0	32.0	2.0	5.0	1,2,2,2	0,7,3,4	1.0	2.7006709575653076	0.28696156559542707
166.0	1565.0	36.0	2.0	5.0	3,1,3,3	0,7,1,2	1.0	2.7006709575653076	0.24550011489998178
222.0	1566.0	36.0	2.0	3.0	4,3	0,3	1.0	2.7006709575653076	0.24550011489998178
186.0	1567.0	34.0	2.0	4.0	3,3,2	0,1,4	1.0	2.7006709575653076	0.2654224883568761
181.0	1568.0	36.0	2.0	4.0	3,2,3	0,7,3	1.0	2.7006709575653076	0.24550011489998178
