card_id	review_th	delta_t	rating	i	r_history	t_history	y	stability	p
214.0	956.0	5.0	3.0	4.0	3,2,3	0,8,2	1.0	2.4002137184143066	0.8029349880849151
268.0	957.0	1.0	3.0	3.0	3,3	0,1	1.0	2.4002137184143066	0.9570531930778814
283.0	958.0	1.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.9570531930778814
280.0	960.0	1.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.9570531930778814
258.0	962.0	1.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.9570531930778814
293.0	964.0	1.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.9570531930778814
281.0	966.0	1.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.9570531930778814
270.0	968.0	1.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.9570531930778814
265.0	970.0	1.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.9570531930778814
259.0	978.0	1.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.9570531930778814
278.0	979.0	1.0	3.0	3.0	3,3	0,1	1.0	2.4002137184143066	0.9570531930778814
292.0	981.0	1.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.9570531930778814
269.0	982.0	1.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.9570531930778814
272.0	997.0	1.0	3.0	2.0	1	0	1.0	2.4002137184143066	0.9570531930778814
252.0	998.0	1.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.9570531930778814
279.0	1000.0	1.0	1.0	2.0	1	0	0.0	2.4002137184143066	0.9570531930778814
294.0	1002.0	1.0	3.0	2.0	1	0	1.0	2.4002137184143066	0.9570531930778814
263.0	1004.0	3.0	3.0	3.0	1,3	0,1	1.0	2.4002137184143066	0.876613651605209
257.0	1006.0	2.0	3.0	3.0	2,2	0,2	1.0	2.4002137184143066	0.9159508143805686
253.0	1008.0	1.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.9570531930778814
282.0	1011.0	1.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.9570531930778814
249.0	1014.0	1.0	3.0	2.0	1	0	1.0	2.4002137184143066	0.9570531930778814
254.0	1015.0	1.0	3.0	2.0	2	0	1.0	2.4002137184143066	0.9570531930778814
43.0	1017.0	1.0	1.0	2.0	2	0	0.0	2.4002137184143066	0.9570531930778814
289.0	1018.0	4.0	3.0	2.0	3	0	1.0	2.4002137184143066	0.8389658943644267
273.0	1020.0	3.0	3.0	3.0	3,3	0,1	1.0	2.4002137184143066	0.876613651605209
266.0	1021.0	3.0	3.0	3.0	3,3	0,1	1.0	2.4002137184143066	0.876613651605209
264.0	1022.0	1.0	3.0	2.0	1	0	1.0	2.4002137184143066	0.9570531930778814
290.0	1023.0	2.0	3.0	3.0	3,2	0,2	1.0	2.4002137184143066	0.9159508143805686
242.0	1036.0	9.0	3.0	3.0	1,3	0,8	1.0	2.4002137184143066	0.6736350703951511
222.0	1037.0	4.0	2.0	4.0	1,3,2	0,1,3	1.0	2.4002137184143066	0.8389658943644267
225.0	1038.0	5.0	3.0	4.0	1,2,3	0,1,2	1.0	2.4002137184143066	0.8029349880849151
231.0	1039.0	4.0	3.0	4.0	3,3,2	0,1,3	1.0	2.4002137184143066	0.8389658943644267
